similarity,test_idx,train_idx,test_smiles,train_smiles
0.875,4518,1661,[H:8][C:1]1([C:2]([C:3]([C:4]1([H:12])[H:13])([C:5]#[N:6])[O:7][H:14])([H:10])[H:11])[H:9],[H:9][C:1]1([C:2]([C:3]([C:4]([C:5]1([H:15])[H:16])([C:6]#[N:7])[O:8][H:17])([H:13])[H:14])([H:11])[H:12])[H:10]
0.8695651888847351,3724,19195,[H:23][C:7]1([C:6]([C:5]([N+:4]([C:9]([C:8]1([H:25])[H:26])([H:27])[C:10]([H:28])([H:29])[H:30])([H:18])[C:3]([H:16])([H:17])[C:2]([H:14])([H:15])[C:1]([H:11])([H:12])[H:13])([H:19])[H:20])([H:21])[H:22])[H:24],[H:20][C:6]1([C:7]([C:8]([N+:4]([C:5]1([H:18])[H:19])([H:17])[C:3]([H:15])([H:16])[C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])([H:24])[C:9]([H:25])([H:26])[H:27])([H:22])[H:23])[H:21]
0.8695651888847351,2153,17952,[H:11][C:1]1([C:2]([N:3]2[C:4](=[O:5])[N:6]([C:7](=[S:8])[N:9]2[C:10]1([H:16])[H:17])[H:15])([H:13])[H:14])[H:12],[H:13][C:1]1([C:2]([C:3]([N:4]2[C:5](=[O:6])[N:7]([C:8](=[S:9])[N:10]2[C:11]([C:12]1([H:22])[H:23])([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])[H:14]
0.8695651888847351,2555,9304,[H:12][C:1]1([C:2]([C:3]([N:4]([C:5]([C:6]1([H:20])[H:21])([H:19])[C:7]2([C:8]([C:9]([C:10]([N+:11]2([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:18])([H:16])[H:17])([H:14])[H:15])[H:13],[H:23][C:8]1([C:7]([C:6]([N:10]([C:9]1([H:25])[H:26])[H:27])([H:20])[C:3]2([C:2]([C:1]([C:5]([N+:4]2([H:16])[H:17])([H:18])[H:19])([H:11])[H:12])([H:13])[H:14])[H:15])([H:21])[H:22])[H:24]
0.8636363744735718,3185,13105,[H:10][C:1]1([C:2]([C:3]([C:4]1([H:14])[H:15])([C:5]([H:16])([H:17])[C:6](=[O:7])[N:8]([H:18])[H:19])[N+:9]([H:20])([H:21])[H:22])([H:12])[H:13])[H:11],[H:12][C:1]1([C:2]([C:3]([C:4]([C:5]([C:6]1([H:20])[H:21])([H:18])[H:19])([C:7]([H:22])([H:23])[C:8](=[O:9])[N:10]([H:24])[H:25])[N+:11]([H:26])([H:27])[H:28])([H:16])[H:17])([H:14])[H:15])[H:13]
0.8636363744735718,5902,30778,[H:11][C:1]1([C:2]([C:3]([S:4](=[O:5])(=[O:6])[C:7]([C:8]1([H:18])[H:19])([H:17])[C:9]([H:20])([H:21])[N:10]([H:22])[H:23])([H:15])[H:16])([H:13])[H:14])[H:12],[H:10][C:1]1([C:2]([C:3]([S:4](=[O:5])(=[O:6])[C:7]1([H:15])[H:16])([H:14])[C:8]([H:17])([H:18])[N:9]([H:19])[H:20])([H:12])[H:13])[H:11]
0.8571428656578064,4642,37793,[H:10][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[F:7])[H:12])[Br:8])[H:11])[F:9],[H:1][c:2]1[c:3]([c:5]([c:7]([c:9]([c:11]1[Br:12])[H:10])[Br:8])[H:6])[F:4]
0.8571428656578064,2891,32506,[H:19][C:9]1([C:8]([C:7]([C:10]1([H:21])[H:22])([H:16])[C:6]2=[N:5][N:4]=[C:3]([N:2]2[C:1]([H:13])([H:14])[H:15])[C:11]([H:23])([H:24])[N+:12]([H:25])([H:26])[H:27])([H:17])[H:18])[H:20],[H:16][C:8]1([C:9]([C:7]1([H:15])[C:6]2=[N:5][N:4]=[C:3]([N:2]2[C:1]([H:12])([H:13])[H:14])[C:10]([H:20])([H:21])[N+:11]([H:22])([H:23])[H:24])([H:18])[H:19])[H:17]
0.8571428656578064,881,22192,[H:21][c:6]1[c:7]([c:8]([c:9]([c:10]2[c:5]1[C:4]([C:3]([N+:2]([C:11]2([H:24])[H:25])([H:16])[C:1]([H:13])([H:14])[H:15])([H:17])[H:18])([H:19])[H:20])[H:23])[Cl:12])[H:22],[H:23][c:9]1[c:8]([c:7]([c:6]([c:5]2[c:10]1[C:11]([N+:2]([C:3]([C:4]2([H:19])[H:20])([H:17])[H:18])([H:16])[C:1]([H:13])([H:14])[H:15])([H:24])[H:25])[H:21])[Cl:12])[H:22]
0.8518518805503845,1154,5517,[H:21][C:9](=[O:10])[C:6]1([C:7]([N:8]([C:3]2([C:1]([C:2]2([H:13])[H:14])([H:11])[H:12])[C:4]([O:5]1)([H:15])[H:16])[H:20])([H:18])[H:19])[H:17],[H:24][C:10](=[O:11])[C:7]1([C:8]([N:9]([C:3]2([C:2]([C:1]([C:4]2([H:16])[H:17])([H:12])[H:13])([H:14])[H:15])[C:5]([O:6]1)([H:18])[H:19])[H:23])([H:21])[H:22])[H:20]
0.8518518805503845,317,38470,[H:16][C:3]1=[C:2]([N:6]([C:5](=[C:4]1[C:8]([H:21])([H:22])[C:9]2([C:10]([C:11]([C:12]2([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])[H:23])[C:7]([H:18])([H:19])[H:20])[H:17])[C:1]([H:13])([H:14])[H:15],[H:15][C:3]1=[C:2]([N:6]([C:5](=[C:4]1[C:8]([H:20])([H:21])[C:9]2([C:10]([C:11]2([H:25])[H:26])([H:23])[H:24])[H:22])[C:7]([H:17])([H:18])[H:19])[H:16])[C:1]([H:12])([H:13])[H:14]
0.8500000238418579,237,17208,[H:13][C:1]1([C:2]([C:3]([C:4]([C:5]1([H:19])[H:20])([C:6]([H:21])([H:22])[N+:7]([H:23])([H:24])[H:25])[N:8]2[C:9]([C:10]([C:11]([C:12]2([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])([H:26])[H:27])([H:17])[H:18])([H:15])[H:16])[H:14],[H:11][C:1]1([C:2]([C:3]2([C:4]([C:5]([C:6]([N:7]2[C:8]1([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[C:9]([H:23])([H:24])[N+:10]([H:25])([H:26])[H:27])([H:13])[H:14])[H:12]
0.8500000238418579,5849,42638,[H:11][C:1]1([C:2]([C:3]([C:4]1([H:16])[H:17])([H:15])[C:5]2([C:6]([C:7]([C:8]2([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])[C:9]([H:24])([H:25])[N:10]([H:26])[H:27])([H:13])[H:14])[H:12],[H:10][C:1]1([C:2]([C:3]([C:4]1([H:14])[H:15])([C:7]2([C:8]([C:9]2([H:23])[H:24])([H:21])[H:22])[H:20])[C:5]([H:16])([H:17])[N:6]([H:18])[H:19])([H:12])[H:13])[H:11]
0.84375,4266,1110,[H:12][C:1]1=[C:2]([O:3][C:4](=[N:5]1)[H:13])[C:6]2([C:7]([C:8]([C:9]([N+:10]2([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[N:11]([H:22])[H:23])[H:14],[H:13][C:1]1=[C:2]([O:3][C:4](=[N:5]1)[H:14])[C:6]2([C:7]([C:8]([C:9]([C:10]([N+:11]2([H:23])[H:24])([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:16])[N:12]([H:25])[H:26])[H:15]
0.8421052694320679,722,5695,[H:16][C:5]1([C:4]([C:3]([C:6]1([H:18])[H:19])([H:13])[C:2]([H:12])([C:1]([H:9])([H:10])[H:11])[N:7]([H:20])[C:8]([H:21])([H:22])[H:23])([H:14])[H:15])[H:17],[H:20][C:6]1([C:5]([C:4]([C:3]([C:8]([C:7]1([H:22])[H:23])([H:24])[H:25])([H:15])[C:2]([H:14])([C:1]([H:11])([H:12])[H:13])[N:9]([H:26])[C:10]([H:27])([H:28])[H:29])([H:16])[H:17])([H:18])[H:19])[H:21]
0.8399999737739563,5173,36240,[H:12][c:1]1[c:2]([c:3]([n:4][c:5]([c:6]1[C:7]2([C:8]([C:9]([C:10]2([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])[H:15])[H:14])[N:11]([H:22])[H:23])[H:13],[H:11][c:1]1[c:2]([c:3]([n:4][c:5]([c:6]1[C:7]2([C:8]([C:9]2([H:17])[H:18])([H:15])[H:16])[H:14])[H:13])[N:10]([H:19])[H:20])[H:12]
0.8399999737739563,98,18224,[H:21][C:6]1([C:7]([N+:8]([C:9]([C:10]([C:5]1([C:4]([H:19])([H:20])[N+:2]([H:15])([C:1]([H:12])([H:13])[H:14])[C:3]([H:16])([H:17])[H:18])[O:11][H:31])([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22],[H:24][C:7]1([C:6]([C:5]([C:11]([C:10]([N+:9]([C:8]1([H:26])[H:27])([H:28])[H:29])([H:30])[H:31])([H:32])[H:33])([C:4]([H:20])([H:21])[N+:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])[O:12][H:34])([H:22])[H:23])[H:25]
0.8399999737739563,3474,4827,[H:12][C:1]1=[N:5][N:4]([C:3](=[C:2]1[Br:11])[C:6]2([C:7]([C:8]([C:9]([C:10]2([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[H:14])[H:13],[H:10][C:1]1=[N:5][N:4]([C:3](=[C:2]1[Br:9])[C:6]2([C:7]([C:8]2([H:15])[H:16])([H:13])[H:14])[H:12])[H:11]
0.8399999737739563,2592,7124,[H:10][C:1]1=[C:2]([N:3]=[C:4]([S:5]1)[N:6]([H:11])[H:12])[C:7]2([C:8]([C:9]2([H:16])[H:17])([H:14])[H:15])[H:13],[H:11][C:1]1=[C:2]([N:3]=[C:4]([S:5]1)[N:6]([H:12])[H:13])[C:7]2([C:8]([C:9]([C:10]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[H:14]
0.8399999737739563,2920,36723,[H:22][C:9]1([C:10]([C:8]1([H:21])[C:4]2([C:5]([N:6]([C:7]2([H:19])[H:20])[H:18])([H:16])[H:17])[C:3]([H:14])([H:15])[O:2][C:1]([H:11])([H:12])[H:13])([H:24])[H:25])[H:23],[H:25][C:10]1([C:9]([C:8]([C:11]1([H:27])[H:28])([H:22])[C:4]2([C:5]([N:6]([C:7]2([H:20])[H:21])[H:19])([H:17])[H:18])[C:3]([H:15])([H:16])[O:2][C:1]([H:12])([H:13])[H:14])([H:23])[H:24])[H:26]
0.8399999737739563,4626,22578,[H:20][C:8]1([C:9]([C:10]([C:6]([C:7]1([H:18])[H:19])([H:17])[N:5]=[C:4]([O:3][C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[S:11][H:26])([H:24])[H:25])([H:22])[H:23])[H:21],[H:16][C:7]1([C:8]([C:6]1([H:15])[N:5]=[C:4]([O:3][C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])[S:9][H:20])([H:18])[H:19])[H:17]
0.8333333134651184,963,37511,[H:11][C:1]1([C:2]([C:3]([C:4]1([H:15])[H:16])([C:5]2=[N:9][N:8]=[N:7][N-:6]2)[N:10]([H:17])[H:18])([H:13])[H:14])[H:12],[H:10][C:1]1([C:2]([C:3]1([C:4]2=[N:8][N:7]=[N:6][N-:5]2)[N:9]([H:14])[H:15])([H:12])[H:13])[H:11]
0.8333333134651184,4764,998,[H:13][C:1]1([C:2]([C:3]([C:4]([N+:5]([C:6]1([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:17])[C:7]2=[N:11][N:10]=[C:9]([N:8]2[H:24])[N:12]([H:25])[H:26])([H:15])[H:16])[H:14],[H:12][C:1]1([C:2]([N+:3]([C:4]([C:5]1([H:20])[C:6]2=[N:10][N:9]=[C:8]([N:7]2[H:21])[N:11]([H:22])[H:23])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15])[H:13]
0.8333333134651184,1392,8418,[H:5][C:1]([H:6])([H:7])[C:2]([H:8])([Cl:3])[Cl:4],[H:5][C:1]([H:6])([H:7])[C:2]([H:8])([C:3]([H:9])([H:10])[H:11])[Cl:4]
0.8260869383811951,1044,24119,[H:13][c:1]1[c:2]([c:3]2[c:4]([c:5]([c:6]1[N:7]([H:16])[H:17])[H:15])[O:8][C:9]([C:10]([C:11]([O:12]2)([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])[H:14],[H:12][c:1]1[c:2]([c:3]2[c:4]([c:5]([c:6]1[N:7]([H:15])[H:16])[H:14])[O:8][C:9]([C:10]([O:11]2)([H:19])[H:20])([H:17])[H:18])[H:13]
0.8235294222831726,4120,40506,[H:12][C:1]1([C:2]([C:3]([C:4]([C:5]([C:6]1([H:20])[H:21])([H:18])[H:19])([C:7]([F:8])([F:9])[F:10])[N:11]([H:22])[H:23])([H:16])[H:17])([H:14])[H:15])[H:13],[H:10][C:1]1([C:2]([C:3]([C:4]1([H:14])[H:15])([C:5]([F:6])([F:7])[F:8])[N:9]([H:16])[H:17])([H:12])[H:13])[H:11]
0.8235294222831726,2283,41466,[H:13][C:4]1([C:3]([C:2]([O:6][C:5]1([H:15])[H:16])([H:10])[C:1]([H:7])([H:8])[H:9])([H:11])[H:12])[H:14],[H:14][C:4]1([C:5]([C:6]([O:7][C:2]([C:3]1([H:12])[H:13])([H:11])[C:1]([H:8])([H:9])[H:10])([H:18])[H:19])([H:16])[H:17])[H:15]
0.8181818127632141,4356,24152,[H:12][C:1]1=[N:5][N:4]([N:3]=[C:2]1[C:6]2([C:7]([C:8]([N+:9]([C:10]2([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15])[O:11][H:22])[H:13],[H:13][C:1]1=[N:5][N:4]([N:3]=[C:2]1[C:6]2([C:7]([C:8]([C:9]([N+:10]([C:11]2([H:23])[H:24])([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[O:12][H:25])[H:14]
0.8181818127632141,3524,32973,[H:12][C:1]1=[N:2][C:3](=[C:4]2[N:5]1[C:6]([C:7]([N:8]([C:9]2([H:18])[H:19])[H:17])([H:15])[H:16])([H:13])[H:14])[C:10]([H:20])([H:21])[N+:11]([H:22])([H:23])[H:24],[H:13][C:1]1=[N:2][C:3](=[C:4]2[N:5]1[C:6]([C:7]([C:8]([N:9]([C:10]2([H:21])[H:22])[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15])[C:11]([H:23])([H:24])[N+:12]([H:25])([H:26])[H:27]
0.8181818127632141,2397,24841,[H:13][C:1]1=[C:2]2[C:12]([N+:11]([C:10]([C:9]([C:8]([N:3]2[N:4]=[C:5]1[C:6]([H:14])([H:15])[N+:7]([H:16])([H:17])[H:18])([H:19])[H:20])([H:21])[H:22])([H:23])[H:24])([H:25])[H:26])([H:27])[H:28],[H:12][C:1]1=[C:2]2[C:11]([N+:10]([C:9]([C:8]([N:3]2[N:4]=[C:5]1[C:6]([H:13])([H:14])[N+:7]([H:15])([H:16])[H:17])([H:18])[H:19])([H:20])[H:21])([H:22])[H:23])([H:24])[H:25]
0.8181818127632141,4039,30743,[H:12][C:1]1=[C:2]([N:3]=[C:4]([O:5]1)[H:13])[C:6]2([C:7]([C:8]([C:9]([N:10]2[H:20])([H:18])[H:19])([H:16])[H:17])([H:15])[N+:11]([H:21])([H:22])[H:23])[H:14],[H:13][C:1]1=[C:2]([N:3]=[C:4]([O:5]1)[H:14])[C:6]2([C:7]([C:8]([C:9]([C:10]([N:11]2[H:23])([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:16])[N+:12]([H:24])([H:25])[H:26])[H:15]
0.8181818127632141,904,29112,[H:12][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[C:7]2([C:8]([C:9]2([H:18])[H:19])([H:16])[H:17])[N+:10]([H:20])([H:21])[H:22])[H:15])[H:14])[F:11])[H:13],[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[C:7]2([C:8]([C:9]([C:10]2([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])[N+:11]([H:23])([H:24])[H:25])[H:16])[H:15])[F:12])[H:14]
0.8125,2250,25743,[H:8][C:1]1([C:2]([C:3]2([C:4]1([H:12])[H:13])[C:5]([C:6]2([H:16])[N+:7]([H:17])([H:18])[H:19])([H:14])[H:15])([H:10])[H:11])[H:9],[H:10][C:1]1([C:2]([C:3]([C:4]2([C:5]([C:6]1([H:18])[H:19])([H:16])[H:17])[C:7]([C:8]2([H:22])[N+:9]([H:23])([H:24])[H:25])([H:20])[H:21])([H:14])[H:15])([H:12])[H:13])[H:11]
0.8125,5916,29617,[H:12][C:1]1([C:5]2=[N:6][O:7][C:8](=[C:4]2[N:3]([C:2]1([H:14])[H:15])[H:16])[C:9](=[O:10])[O-:11])[H:13],[H:15][C:2]1([C:3]2=[N:7][O:6][C:5](=[C:4]2[N:11]([C:12]([C:1]1([H:13])[H:14])([H:18])[H:19])[H:17])[C:8](=[O:9])[O-:10])[H:16]
0.8125,2044,29218,[H:13][C:1]1=[C:2]2[C:3](=[C:4]([S:5]1)[C:6](=[O:7])[O-:8])[C:9]([C:10]([C:11]([N:12]2[H:20])([H:18])[H:19])([H:16])[H:17])([H:14])[H:15],[H:12][C:1]1=[C:2]2[C:3](=[C:4]([S:5]1)[C:6](=[O:7])[O-:8])[C:9]([C:10]([N:11]2[H:17])([H:15])[H:16])([H:13])[H:14]
0.8125,1191,34844,[H:13][C:1]1([C:2]([C:3]([C:4]([N:5]([C:6]1([H:21])[H:22])[H:20])([H:18])[H:19])([H:17])[C:7]([H:23])([H:24])[C:8]2=[N:12][N:11]=[N:10][N:9]2[H:25])([H:15])[H:16])[H:14],[H:12][C:1]1([C:2]([N:3]([C:4]([C:5]1([H:19])[C:6]([H:20])([H:21])[C:7]2=[N:11][N:10]=[N:9][N:8]2[H:22])([H:17])[H:18])[H:16])([H:14])[H:15])[H:13]
0.8125,5105,20107,[H:15][C:3]1([C:4]([C:5]([C:6]([C:7]([C:2]1([C:1]([H:12])([H:13])[H:14])[C:11]([H:31])([H:32])[H:33])([H:21])[H:22])([H:19])[H:20])([C:8]([H:23])([H:24])[H:25])[C:9]([H:26])([H:27])[N+:10]([H:28])([H:29])[H:30])([H:17])[H:18])[H:16],[H:10][C:3]1([C:4]([C:2]1([C:1]([H:7])([H:8])[H:9])[C:5]([H:14])([H:15])[N+:6]([H:16])([H:17])[H:18])([H:12])[H:13])[H:11]
0.8095238208770752,2077,19169,[H:16][C:5]1([C:4]([C:3]([C:6]1([H:18])[H:19])([C:7]([H:20])([H:21])[O:8][C:9]([H:22])([H:23])[H:24])[N:2]([H:13])[C:1]([H:10])([H:11])[H:12])([H:14])[H:15])[H:17],[H:13][C:4]1([C:5]([C:3]1([C:6]([H:17])([H:18])[O:7][C:8]([H:19])([H:20])[H:21])[N:2]([H:12])[C:1]([H:9])([H:10])[H:11])([H:15])[H:16])[H:14]
0.8095238208770752,4954,17938,[H:22][C:7]1([C:6]([C:5]([C:8]1([H:24])[H:25])([C:4]([H:18])([H:19])[C:2]([H:14])([C:1]([H:11])([H:12])[H:13])[C:3]([H:15])([H:16])[H:17])[C:9]([H:26])([H:27])[N+:10]([H:28])([H:29])[H:30])([H:20])[H:21])[H:23],[H:19][C:6]1([C:7]([C:5]1([C:4]([H:17])([H:18])[C:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[H:16])[C:8]([H:23])([H:24])[N+:9]([H:25])([H:26])[H:27])([H:21])[H:22])[H:20]
0.807692289352417,3919,1822,[H:17][C:4]1=[C:3]([N:2]([N:6]=[C:5]1[C:7]2([C:8]([C:9]([C:10]([C:11]([C:12]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:21])[H:22])([H:19])[H:20])[H:18])[C:1]([H:13])([H:14])[H:15])[H:16],[H:14][C:4]1=[C:3]([N:2]([N:6]=[C:5]1[C:7]2([C:8]([C:9]2([H:18])[H:19])([H:16])[H:17])[H:15])[C:1]([H:10])([H:11])[H:12])[H:13]
0.800000011920929,3840,10769,[H:18][C:7](=[O:8])[C:6]1([C:1]([C:2]([O:3][C:4]([C:5]1([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:17],[H:21][C:8](=[O:9])[C:3]1([C:2]([C:1]([C:7]([O:6][C:5]([C:4]1([H:15])[H:16])([H:17])[H:18])([H:19])[H:20])([H:10])[H:11])([H:12])[H:13])[H:14]
0.800000011920929,1408,12276,[H:16][C:6]1([C:7]([C:5]1([C:8]([H:20])([H:21])[H:22])[C:4]([H:14])([H:15])[O:3][C:2]([H:12])([H:13])[C:1]([H:9])([H:10])[H:11])([H:18])[H:19])[H:17],[H:19][C:7]1([C:6]([C:5]([C:8]1([H:21])[H:22])([C:9]([H:23])([H:24])[H:25])[C:4]([H:15])([H:16])[O:3][C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])([H:17])[H:18])[H:20]
0.800000011920929,3554,41900,[H:21][C:6]1([C:5]([C:4]([C:10]([C:9]([N:8]([C:7]1([H:23])[H:24])[H:25])([H:26])[H:27])([H:28])[H:29])([H:18])[N+:2]([H:14])([C:1]([H:11])([H:12])[H:13])[C:3]([H:15])([H:16])[H:17])([H:19])[H:20])[H:22],[H:18][C:5]1([C:6]([N:7]([C:8]([C:9]([C:4]1([H:17])[N+:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[H:16])([H:25])[H:26])([H:23])[H:24])[H:22])([H:20])[H:21])[H:19]
0.800000011920929,2892,39730,[H:15][C:5]1=[N:6][N:2]([C:3]2=[C:4]1[C:7]([N+:8]([C:9]([C:10]([C:11]2([H:24])[H:25])([H:22])[H:23])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])[C:1]([H:12])([H:13])[H:14],[H:14][C:5]1=[N:6][N:2]([C:3]2=[C:4]1[C:7]([N+:8]([C:9]([C:10]2([H:21])[H:22])([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[C:1]([H:11])([H:12])[H:13]
0.800000011920929,883,35855,[H:21][C:8]1([C:7]([C:4]2([C:3]([C:2]([C:5]2([H:17])[O:6][H:18])([C:1]([H:12])([H:13])[H:14])[C:11]([H:27])([H:28])[H:29])([N+:10]([C:9]1([H:23])[H:24])([H:25])[H:26])[H:15])[H:16])([H:19])[H:20])[H:22],[H:18][C:7]1([C:8]([N+:9]([C:3]2([C:4]1([C:5]([C:2]2([C:1]([H:11])([H:12])[H:13])[C:10]([H:24])([H:25])[H:26])([H:16])[O:6][H:17])[H:15])[H:14])([H:22])[H:23])([H:20])[H:21])[H:19]
0.7931034564971924,4742,12498,[H:16][C:3]1=[C:4]([C:5]([C:6]([C:1]([C:2]1([H:14])[H:15])([H:12])[H:13])([H:18])[H:19])([H:17])[S:7](=[O:8])[O-:9])[C:10](=[O:11])[H:20],[H:16][C:5]1=[C:4]([C:3]([C:2]([C:1]1([H:11])[H:12])([H:13])[H:14])([H:15])[S:8](=[O:9])[O-:10])[C:6](=[O:7])[H:17]
0.7931034564971924,3302,25914,[H:17][C:4]1([C:5]2=[C:6]([C:2]([C:3]1([H:15])[H:16])([C:1]([H:12])([H:13])[H:14])[C:11]([H:21])([H:22])[H:23])[N:7]=[C:8]([S:9]2)[N:10]([H:19])[H:20])[H:18],[H:20][C:5]1([C:6]2=[C:7]([C:2]([C:3]([C:4]1([H:18])[H:19])([H:16])[H:17])([C:1]([H:13])([H:14])[H:15])[C:12]([H:24])([H:25])[H:26])[N:8]=[C:9]([S:10]2)[N:11]([H:22])[H:23])[H:21]
0.7931034564971924,3268,32937,[Cl:1][c:2]1[c:3]([H:13])[c:4]([I:5])[c:6]2[c:7]([c:8]1[H:14])[C:9]([H:15])([H:16])[C:10]([H:17])([H:18])[C:11]([H:19])([H:20])[N:12]2[H:21],[Cl:1][c:2]1[c:3]([H:12])[c:4]([I:5])[c:6]2[c:7]([c:8]1[H:13])[C:9]([H:14])([H:15])[C:10]([H:16])([H:17])[N:11]2[H:18]
0.7931034564971924,3913,25164,[H:12][C:1]1([C:2]([N:3]([C:4]([C:5]1([H:19])[N+:6]2([C:7]([C:8]([C:9]2([H:24])[H:25])([H:23])[C:10]([H:26])([H:27])[N+:11]([H:28])([H:29])[H:30])([H:21])[H:22])[H:20])([H:17])[H:18])[H:16])([H:14])[H:15])[H:13],[H:13][C:1]1([C:2]([C:3]([C:4]([N:5]([C:6]1([H:21])[H:22])[H:20])([H:18])[H:19])([H:17])[N+:7]2([C:8]([C:9]([C:10]2([H:27])[H:28])([H:26])[C:11]([H:29])([H:30])[N+:12]([H:31])([H:32])[H:33])([H:24])[H:25])[H:23])([H:15])[H:16])[H:14]
0.7916666865348816,2839,27645,[H:21][C:8](=[O:9])[C:5]12[C:4]([C:3]1([C:2]([C:1]([C:7]([N+:6]2([H:17])[H:18])([H:19])[H:20])([H:10])[H:11])([H:12])[H:13])[H:14])([H:15])[H:16],[H:18][C:7](=[O:8])[C:4]12[C:6]([C:5]1([C:1]([C:2]([N+:3]2([H:13])[H:14])([H:11])[H:12])([H:9])[H:10])[H:15])([H:16])[H:17]
0.7916666865348816,1863,26594,[H:22][C:8](=[O:9])[C:3]1([C:4]([C:5]([C:6]([N:7]1[H:21])([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])[C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12],[H:19][C:7](=[O:8])[C:3]1([C:4]([C:5]([N:6]1[H:18])([H:16])[H:17])([H:14])[H:15])[C:2]([H:12])([H:13])[C:1]([H:9])([H:10])[H:11]
0.7916666865348816,3017,32566,[H:23][C:7](=[O:8])[C:4]1([C:3]([C:2]([C:1]([C:6]([C:5]1([H:19])[H:20])([H:21])[H:22])([H:13])[H:14])([H:15])[H:16])([H:17])[H:18])[N:9]([H:24])[C:10](=[O:11])[N:12]([H:25])[H:26],[H:14][C:4](=[O:5])[C:3]1([C:1]([C:2]1([H:12])[H:13])([H:10])[H:11])[N:6]([H:15])[C:7](=[O:8])[N:9]([H:16])[H:17]
0.7916666865348816,6207,3838,[H:19][C:6]1([C:5]([C:4]2([C:3]([N:2]([C:10]([C:9]2([N+:8]([C:7]1([H:21])[H:22])([H:23])[H:24])[H:25])([H:26])[H:27])[C:1]([H:11])([H:12])[H:13])([H:14])[H:15])[H:16])([H:17])[H:18])[H:20],[H:16][C:5]1([C:6]([N+:7]([C:8]2([C:4]1([C:3]([N:2]([C:9]2([H:23])[H:24])[C:1]([H:10])([H:11])[H:12])([H:13])[H:14])[H:15])[H:22])([H:20])[H:21])([H:18])[H:19])[H:17]
0.7894737124443054,535,13654,[H:15][C:6](=[O:7])[C:3]1([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[S:2][C:1]([H:8])([H:9])[H:10],[H:18][C:7](=[O:8])[C:3]1([C:4]([C:5]([C:6]1([H:16])[H:17])([H:14])[H:15])([H:12])[H:13])[S:2][C:1]([H:9])([H:10])[H:11]
0.7894737124443054,1247,23850,[H:13][C:4]1([C:5]([C:3]1([C:6]([H:17])([H:18])[O:7][H:19])[N+:2]([H:11])([H:12])[C:1]([H:8])([H:9])[H:10])([H:15])[H:16])[H:14],[H:16][C:5]1([C:4]([C:3]([C:6]1([H:18])[H:19])([C:7]([H:20])([H:21])[O:8][H:22])[N+:2]([H:12])([H:13])[C:1]([H:9])([H:10])[H:11])([H:14])[H:15])[H:17]
0.7894737124443054,238,28316,[H:14][c:3]1[c:2]([c:7]([c:6]([c:5]([c:4]1[O:10][H:17])[O:9][H:16])[F:8])[H:15])[C:1]([H:11])([H:12])[H:13],[H:14][c:3]1[c:2]([c:7]([c:6]([c:5]([c:4]1[F:10])[O:9][H:16])[F:8])[H:15])[C:1]([H:11])([H:12])[H:13]
